reporting_organisation,donor,project_status,governorate,district,sub_district,community,neighbourhood,camp_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,neighbourhood_pcode,admin5pcode,location_other,village_camps,latitude_y,longitude_x,cluster,response_type,families,female_headed_hh,beneficiaries,men_18_60,women_18_60,boys_18,girls_18,elderly_males_60,elderly_females_60,idps,host_communities,returnees,pwds,previously_assisted,newly_assisted,conditionality,restrictions,cash_delivery_mechanism,voucher_delivery_mechanism,currency,transfer_value,transfer_frequency,num_payments,fx_rate,total_value_per_hh,total_usd,targeting_criteria,start_date,distribution_date,comments,month_of_activity,abbreviation,implementing_partner,activity,source
NA,Private Fund,Completed,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,NA,SY07,SY0703,SY070301,C4129,NA,NA,دير حسان مخيم نور الصباح,in the camp,36.233725,36.762754,Multipurpose - Repeated,HRP,1,NA,6,1,1,4,0,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2030,NA,1,18.7,108.55614973262033,108.55614973262033,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Qah (co),NA,NA,SY07,SY0703,SY070301,C4131,NA,NA,الكرامة مخيم الايادي البيضاء,in the camp,36.296273,36.725165,Multipurpose - Repeated,HRP,1,NA,7,1,1,1,4,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2030,NA,1,18.7,108.55614973262033,108.55614973262033,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Deir Hassan - Darhashan,NA,NA,SY07,SY0703,SY070301,C4129,NA,NA,مخيم كفر لوسين الهلال الاحمر,in the camp,36.233725,36.762754,Multipurpose - Repeated,HRP,1,NA,10,1,1,7,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2030,NA,1,18.7,108.55614973262033,108.55614973262033,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,اطمة مخيم الاندلس,in the camp,36.309771,36.689846,Multipurpose - Repeated,HRP,1,NA,8,1,1,2,4,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2030,NA,1,18.7,108.55614973262033,108.55614973262033,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,أطمة - مخيم الجزيرة,in the camp,36.309771,36.689846,Multipurpose - Repeated,HRP,1,NA,5,1,1,0,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1840,NA,1,18.7,98.3957219251337,98.3957219251337,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Qah (co),NA,NA,SY07,SY0703,SY070301,C4131,NA,NA,مخيم الهداية,in the camp,36.296273,36.725165,Multipurpose - Repeated,HRP,1,NA,6,1,1,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1840,NA,1,18.7,98.3957219251337,98.3957219251337,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,اطمة مطوع 1,in the camp,36.309771,36.689846,Multipurpose - Repeated,HRP,1,NA,9,1,1,4,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1840,NA,1,18.7,98.3957219251337,98.3957219251337,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,36.309771,36.689846,Multipurpose - Repeated,HRP,1,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1460,NA,1,18.7,78.07486631016043,78.07486631016043,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,أطمة - الكرامة - الإخلاص,in the camp,36.309771,36.689846,Multipurpose - Repeated,HRP,1,NA,8,1,1,3,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1840,NA,1,18.7,98.3957219251337,98.3957219251337,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,قرية حمد العمار,in the camp,36.309771,36.689846,Multipurpose - Repeated,HRP,1,NA,2,1,1,0,0,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,6150,NA,1,18.7,328.8770053475936,328.8770053475936,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,كفرنبودة الباول,in the camp,36.309771,36.689846,Multipurpose - Repeated,HRP,1,NA,7,1,1,3,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1840,NA,1,18.7,98.3957219251337,98.3957219251337,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,أطمة - قرية عطاء,in the camp,36.309771,36.689846,Multipurpose - Repeated,HRP,1,NA,8,1,1,3,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2040,NA,1,18.7,109.0909090909091,109.0909090909091,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,اطمة - مخيم ريف حمص الشمالي,in the camp,36.309771,36.689846,Multipurpose - Repeated,HRP,1,NA,15,1,1,7,6,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1750,NA,1,18.7,93.58288770053477,93.58288770053477,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Selwa,NA,NA,SY07,SY0703,SY070301,C4123,NA,NA,صلوة,in the camp,36.30817,36.757238,Multipurpose - Repeated,HRP,1,NA,5,1,1,2,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1840,NA,1,18.7,98.3957219251337,98.3957219251337,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,36.309771,36.689846,Multipurpose - Repeated,HRP,1,NA,7,1,1,3,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2275,NA,1,18.7,121.65775401069519,121.65775401069519,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Qah (co),NA,NA,SY07,SY0703,SY070301,C4131,NA,NA,مخيمات الكرامة,in the camp,36.296273,36.725165,Multipurpose - Repeated,HRP,1,NA,7,1,1,3,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1750,NA,1,18.7,93.58288770053477,93.58288770053477,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Qah (co),NA,NA,SY07,SY0703,SY070301,C4131,NA,NA,NA,NA,36.296273,36.725165,Multipurpose - Repeated,HRP,1,NA,6,1,1,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2300,NA,1,18.7,122.99465240641712,122.99465240641712,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Selwa,NA,NA,SY07,SY0703,SY070301,C4123,NA,NA,صلوة,in the camp,36.30817,36.757238,Multipurpose - Repeated,HRP,1,NA,6,1,1,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1840,NA,1,18.7,98.3957219251337,98.3957219251337,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Atma,NA,NA,SY07,SY0703,SY070301,C4130,NA,NA,NA,NA,36.309771,36.689846,Multipurpose - Repeated,HRP,1,NA,9,1,1,3,4,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1840,NA,1,18.7,98.3957219251337,98.3957219251337,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Idleb,Harim,Dana,Qah (co),NA,NA,SY07,SY0703,SY070301,C4131,NA,NA,القرى المنكوبة,in the camp,36.296273,36.725165,Multipurpose - Repeated,HRP,75,NA,75,NA,NA,32,43,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,USD,35,NA,1,1,35,2625,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,NA,village,36.584872,37.04316,Multipurpose - Repeated,HRP,20,NA,85,NA,NA,32,21,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,USD,100,NA,1,1,100,2000,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,Afrin,Sharan,Sharan (Sharan),NA,NA,SY02,SY0203,SY020304,C1497,NA,NA,NA,village,36.621308,36.9416,Multipurpose - Repeated,HRP,2,NA,10,NA,NA,3,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1850,NA,1,18.7,98.93048128342247,197.86096256684493,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,Afrin,Sharan,Deir Siwan,NA,NA,SY02,SY0203,SY020304,C1494,NA,NA,NA,village,36.714654,36.995046,Multipurpose - Repeated,HRP,1,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1850,NA,1,18.7,98.93048128342247,98.93048128342247,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,NA,village,36.584872,37.04316,Multipurpose - Repeated,HRP,4,NA,14,NA,NA,4,4,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1850,NA,1,18.7,98.93048128342247,395.72192513368987,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,NA,village,36.511094,36.865523,Multipurpose - Repeated,HRP,1,NA,6,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1850,NA,1,18.7,98.93048128342247,98.93048128342247,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,NA,village,36.511094,36.865523,Multipurpose - Repeated,HRP,5,NA,23,NA,NA,6,7,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1850,NA,1,18.7,98.93048128342247,494.65240641711233,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,Afrin,Raju,Raju,NA,NA,SY02,SY0203,SY020303,C1484,NA,NA,NA,village,36.676969,36.664519,Multipurpose - Repeated,HRP,1,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1850,NA,1,18.7,98.93048128342247,98.93048128342247,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,NA,village,36.511094,36.865523,Multipurpose - Repeated,HRP,1,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,400,NA,1,18.7,21.390374331550802,21.390374331550802,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Shmarekh,NA,NA,SY02,SY0204,SY020400,C1557,NA,NA,مخيم المقاومة,in the camp,36.643564,37.1241,Multipurpose - Repeated,HRP,1,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,400,NA,1,18.7,21.390374331550802,21.390374331550802,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,Afrin,Jandairis,Jandairis,NA,NA,SY02,SY0203,SY020302,C1426,NA,NA,NA,village,36.392488,36.689563,Multipurpose - Repeated,HRP,1,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2725,NA,1,18.7,145.72192513368984,145.72192513368984,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,NA,village,36.511094,36.865523,Multipurpose - Repeated,HRP,1,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2325,NA,1,18.7,124.33155080213905,124.33155080213905,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,NA,village,36.511094,36.865523,Multipurpose - Repeated,HRP,1,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1850,NA,1,18.7,98.93048128342247,98.93048128342247,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,NA,village,36.511094,36.865523,Multipurpose - Repeated,HRP,4,NA,10,NA,NA,3,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1760,NA,1,18.7,94.11764705882354,376.47058823529414,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,Afrin,Jandairis,Jandairis,NA,NA,SY02,SY0203,SY020302,C1426,NA,NA,NA,village,36.392488,36.689563,Multipurpose - Repeated,HRP,1,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1850,NA,1,18.7,98.93048128342247,98.93048128342247,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Shamarin,NA,NA,SY02,SY0204,SY020400,C1566,NA,NA,الرسالة,in the camp,36.661526,37.129068,Multipurpose - Repeated,HRP,1,NA,6,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1850,NA,1,18.7,98.93048128342247,98.93048128342247,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,NA,village,36.511094,36.865523,Multipurpose - Repeated,HRP,3,NA,10,NA,NA,3,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1850,NA,1,18.7,98.93048128342247,296.7914438502674,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,A'zaz,Aghtrin,Akhtrein,NA,NA,SY02,SY0204,SY020401,C1581,NA,NA,NA,village,36.509566,37.335908,Multipurpose - Repeated,HRP,2,NA,8,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1385,NA,1,18.7,74.06417112299465,148.1283422459893,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,A'zaz,Aghtrin,Akhtrein,NA,NA,SY02,SY0204,SY020401,C1581,NA,NA,NA,village,36.509566,37.335908,Multipurpose - Repeated,HRP,1,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1385,NA,1,18.7,74.06417112299465,74.06417112299465,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,A'zaz,Aghtrin,Akhtrein,NA,NA,SY02,SY0204,SY020401,C1581,NA,NA,NA,village,36.509566,37.335908,Multipurpose - Repeated,HRP,1,NA,6,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1850,NA,1,18.7,98.93048128342247,98.93048128342247,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,NA,village,36.511094,36.865523,Multipurpose - Repeated,HRP,1,NA,2,NA,NA,1,0,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,880,NA,1,18.7,47.05882352941177,47.05882352941177,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,NA,village,36.584872,37.04316,Multipurpose - Repeated,HRP,1,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1385,NA,1,18.7,74.06417112299465,74.06417112299465,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,NA,village,36.584872,37.04316,Multipurpose - Repeated,HRP,1,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1850,NA,1,18.7,98.93048128342247,98.93048128342247,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,NA,village,36.584872,37.04316,Multipurpose - Repeated,HRP,1,NA,6,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1385,NA,1,18.7,74.06417112299465,74.06417112299465,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Shmarekh,NA,NA,SY02,SY0204,SY020400,C1557,NA,NA,مخيم المقاومة,in the camp,36.643564,37.1241,Multipurpose - Repeated,HRP,1,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1850,NA,1,18.7,98.93048128342247,98.93048128342247,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Shmarekh,NA,NA,SY02,SY0204,SY020400,C1557,NA,NA,مخيم المقاومة,in the camp,36.643564,37.1241,Multipurpose - Repeated,HRP,1,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1325,NA,1,18.7,70.85561497326204,70.85561497326204,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,الزيتون,in the camp,36.584872,37.04316,Multipurpose - Repeated,HRP,1,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1385,NA,1,18.7,74.06417112299465,74.06417112299465,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Shmarekh,NA,NA,SY02,SY0204,SY020400,C1557,NA,NA,مخيم المقاومة,in the camp,36.643564,37.1241,Multipurpose - Repeated,HRP,1,NA,6,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1385,NA,1,18.7,74.06417112299465,74.06417112299465,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,NA,NA,36.584872,37.04316,Multipurpose - Repeated,HRP,1,NA,6,NA,NA,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1850,NA,1,18.7,98.93048128342247,98.93048128342247,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
NA,Private Fund,Completed,Aleppo,Afrin,Sharan,Qatmet Efrin,NA,NA,SY02,SY0203,SY020304,C1524,NA,NA,NA,NA,36.587216,36.963116,Multipurpose - Repeated,HRP,1,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1850,NA,1,18.7,98.93048128342247,98.93048128342247,Vulnerability-based,2023-01-01,2023-01-31,NA,2023-01-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Cash Response,4ws
