reporting_organisation,donor,project_status,governorate,district,sub_district,community,neighbourhood,camp_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,neighbourhood_pcode,admin5pcode,location_other,village_camps,latitude_y,longitude_x,cluster,response_type,families,female_headed_hh,beneficiaries,men_18_60,women_18_60,boys_18,girls_18,elderly_males_60,elderly_females_60,idps,host_communities,returnees,pwds,previously_assisted,newly_assisted,conditionality,restrictions,cash_delivery_mechanism,voucher_delivery_mechanism,currency,transfer_value,transfer_frequency,num_payments,fx_rate,total_value_per_hh,total_usd,targeting_criteria,start_date,distribution_date,comments,month_of_activity,abbreviation,implementing_partner,activity,source
NA,ECHO,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,مركز ام فيدان,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,31,8.370000000000001,155,20.15,41.85,43.4,49.6,NA,NA,155,NA,NA,23,No,NA,Conditional - Other,Voucher - Unrestricted,NA,Paper voucher,USD,150,NA,1,1,150,4650,Vulnerability-based,2023-03-01,2023-03-25,NA,2023-03-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
NA,ECHO,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,تجمع شهداء جنديرس,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,138,37.260000000000005,690,89.7,186.3,193.2,220.8,NA,NA,690,NA,NA,104,No,NA,Conditional - Other,Voucher - Unrestricted,NA,Paper voucher,USD,150,NA,1,1,150,20700,Vulnerability-based,2023-03-01,2023-03-25,NA,2023-03-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
NA,ECHO,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,تجمع الحديقة خلف مجمع الخير,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,46,12.420000000000002,230,29.9,62.1,64.4,73.6,NA,NA,230,NA,NA,35,No,NA,Conditional - Other,Voucher - Unrestricted,NA,Paper voucher,USD,150,NA,1,1,150,6900,Vulnerability-based,2023-03-01,2023-03-25,NA,2023-03-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
NA,ECHO,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,جانب المركز الثقافي (النور),camp,36.511094,36.865523,Multipurpose - One time,Earthquake,40,10.8,200,26,54,56,64,NA,NA,200,NA,NA,30,No,NA,Conditional - Other,Voucher - Unrestricted,NA,Paper voucher,USD,150,NA,1,1,150,6000,Vulnerability-based,2023-03-01,2023-03-25,NA,2023-03-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
NA,ECHO,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,المركز الثقافي,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,35,9.450000000000001,175,22.75,47.25,49,56,NA,NA,175,NA,NA,26,No,NA,Conditional - Other,Voucher - Unrestricted,NA,Paper voucher,USD,150,NA,1,1,150,5250,Vulnerability-based,2023-03-01,2023-03-25,NA,2023-03-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
NA,ECHO,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,ايواء حديقة المحمودية,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,90,24.300000000000004,450,58.5,121.5,126,144,NA,NA,450,NA,NA,68,No,NA,Conditional - Other,Voucher - Unrestricted,NA,Paper voucher,USD,150,NA,1,1,150,13500,Vulnerability-based,2023-03-01,2023-03-25,NA,2023-03-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
NA,ECHO,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,قرية جود,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,107,28.890000000000004,535,69.55,144.45,149.8,171.2,NA,NA,535,NA,NA,80,No,NA,Conditional - Other,Voucher - Unrestricted,NA,Paper voucher,USD,150,NA,1,1,150,16050,Vulnerability-based,2023-03-01,2023-03-25,NA,2023-03-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
NA,ECHO,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,ايواء مدرسة الاتحاد,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,10,2.7,50,6.5,13.5,14,16,NA,NA,50,NA,NA,8,No,NA,Conditional - Other,Voucher - Unrestricted,NA,Paper voucher,USD,150,NA,1,1,150,1500,Vulnerability-based,2023-03-01,2023-03-25,NA,2023-03-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
NA,ECHO,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,إيواء مدرسة زكريا حبش,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,37,9.990000000000002,185,24.05,49.95,51.8,59.2,NA,NA,185,NA,NA,28,No,NA,Conditional - Other,Voucher - Unrestricted,NA,Paper voucher,USD,150,NA,1,1,150,5550,Vulnerability-based,2023-03-01,2023-03-25,NA,2023-03-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
NA,ECHO,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,مدرسة ميسلون,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,92,24.840000000000003,460,59.8,124.2,128.8,147.2,NA,NA,460,NA,NA,69,No,NA,Conditional - Other,Voucher - Unrestricted,NA,Paper voucher,USD,150,NA,1,1,150,13800,Vulnerability-based,2023-03-01,2023-03-25,NA,2023-03-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
NA,ECHO,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,مخيم ساخة البازار,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,305,82.35000000000001,1525,198.25,411.75,427,488,NA,NA,1525,NA,NA,229,No,NA,Conditional - Other,Voucher - Unrestricted,NA,Paper voucher,USD,150,NA,1,1,150,45750,Vulnerability-based,2023-03-01,2023-03-25,NA,2023-03-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
NA,ECHO,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,صيوان حوران,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,25,6.75,125,16.25,33.75,35,40,NA,NA,125,NA,NA,19,No,NA,Conditional - Other,Voucher - Unrestricted,NA,Paper voucher,USD,150,NA,1,1,150,3750,Vulnerability-based,2023-03-01,2023-03-25,NA,2023-03-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
NA,ECHO,Completed,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,تجمع سنابل الخير 4,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,30,8.1,150,19.5,40.5,42,48,NA,NA,150,NA,NA,23,No,NA,Conditional - Other,Voucher - Unrestricted,NA,Paper voucher,USD,150,NA,1,1,150,4500,Vulnerability-based,2023-03-01,2023-03-25,NA,2023-03-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,تكافل الخير,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,15150,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,شارع المازوت,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,16800,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Afrin,Afrin,Afrin (Afrin),NA,NA,SY02,SY0203,SY020300,C1366,NA,NA,مكاتب السيارات,camp,36.511094,36.865523,Multipurpose - One time,Earthquake,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,31350,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Afrin,Jandairis,Abu Ka'ab,NA,NA,SY02,SY0203,SY020302,C8151,NA,NA,NA,NA,36.386379,36.740602,Multipurpose - One time,Earthquake,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,9600,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Afrin,Jandairis,Baflur,NA,NA,SY02,SY0203,SY020302,C8156,NA,NA,NA,NA,36.398592,36.665505,Multipurpose - One time,Earthquake,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,20550,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Afrin,Jandairis,Freiriyeh,NA,NA,SY02,SY0203,SY020302,C1446,NA,NA,NA,NA,36.399595,36.770773,Multipurpose - One time,Earthquake,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,12600,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Afrin,Jandairis,Hajilar,NA,NA,SY02,SY0203,SY020302,C8150,NA,NA,NA,NA,36.385784,36.71882,Multipurpose - One time,Earthquake,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,27300,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Afrin,Jandairis,Hikageh,NA,NA,SY02,SY0203,SY020302,C8166,NA,NA,NA,NA,36.435708,36.601585,Multipurpose - One time,Earthquake,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,22050,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Afrin,Jandairis,Jalaq (Jandairis),NA,NA,SY02,SY0203,SY020302,C1425,NA,NA,NA,NA,36.475595,36.745385,Multipurpose - One time,Earthquake,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,13050,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Afrin,Jandairis,Kafr Safra,NA,NA,SY02,SY0203,SY020302,C1449,NA,NA,الأمل 3,camp,36.427593,36.66183,Multipurpose - One time,Earthquake,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,11400,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Afrin,Jandairis,Lower-Marwana,NA,NA,SY02,SY0203,SY020302,C6399,NA,NA,NA,NA,36.420437,36.595009,Multipurpose - One time,Earthquake,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,1350,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Afrin,Jandairis,Ras Elosud - Qarablish,NA,NA,SY02,SY0203,SY020302,C1429,NA,NA,NA,NA,36.472883,36.761754,Multipurpose - One time,Earthquake,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,900,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Afrin,Jandairis,Upper Marwana,NA,NA,SY02,SY0203,SY020302,C1443,NA,NA,NA,NA,36.421577,36.603919,Multipurpose - One time,Earthquake,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,1950,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,NA,NA,36.584872,37.04316,Multipurpose - One time,Earthquake,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,59700,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,NA,NA,36.369722,37.514925,Multipurpose - One time,Earthquake,2348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,352200,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,البازار,camp,36.369722,37.514925,Multipurpose - One time,Earthquake,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,2700,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,سوق هال تادف,camp,36.369722,37.514925,Multipurpose - One time,Earthquake,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,20400,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Al Bab,Al Bab,Al Bab,NA,NA,SY02,SY0202,SY020200,C1202,NA,NA,مسكنة,camp,36.369722,37.514925,Multipurpose - One time,Earthquake,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,4050,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Al Bab,Al Bab,Bazagha,NA,NA,SY02,SY0202,SY020200,C1188,NA,NA,المقاطع,camp,36.383375,37.5661,Multipurpose - One time,Earthquake,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,18450,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Al Bab,Al Bab,Qabasin,NA,NA,SY02,SY0202,SY020200,C1209,NA,NA,قرية شفق السكنية,camp,36.433731,37.566282,Multipurpose - One time,Earthquake,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,21300,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Al Bab,Al Bab,Shbiran,NA,Tarheen / ترحين,SY02,SY0202,SY020200,C8196,NA,CP000600,NA,NA,36.525057,37.511107,Multipurpose - One time,Earthquake,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,76800,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,IRC,Planned,Aleppo,Al Bab,A'rima,Barshaya,NA,NA,SY02,SY0202,SY020206,C1346,NA,NA,تجمع البرازية,camp,36.485463,37.591775,Multipurpose - One time,Earthquake,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,70350,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,WHH,Planned,Idleb,Jisr-Ash-Shugur,Janudiyeh,Qaderiyeh - Qayqun,NA,NA,SY07,SY0704,SY070403,C4258,NA,NA,NA,NA,35.898981,36.309949,Multipurpose - One time,Earthquake,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,32250,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,WHH,Planned,Idleb,Jisr-Ash-Shugur,Badama,Armala,NA,NA,SY07,SY0704,SY070401,C4227,NA,NA,NA,NA,35.899118,36.218896,Multipurpose - One time,Earthquake,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,50250,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,CARE,Planned,Idleb,Harim,Dana,Tal Elkaramej,NA,NA,SY07,SY0703,SY070301,C4122,NA,NA,NA,NA,36.186903,36.768526,Multipurpose - One time,Earthquake,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,30000,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,CARE,Planned,Idleb,Harim,Dana,Dana (Dana),NA,NA,SY07,SY0703,SY070301,C4126,NA,NA,NA,NA,36.213601,36.76958,Multipurpose - One time,Earthquake,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,60000,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,CARE,Planned,Idleb,Harim,Dana,Hezreh - Hezri,NA,NA,SY07,SY0703,SY070301,C4120,NA,NA,NA,NA,36.23259,36.789977,Multipurpose - One time,Earthquake,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,225000,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,CARE,Planned,Idleb,Harim,Salqin,Salqin,NA,NA,SY07,SY0703,SY070302,C4140,NA,NA,NA,NA,36.139048,36.453694,Multipurpose - One time,Earthquake,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,52500,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,CARE,Planned,Aleppo,Jebel Saman,Atareb,Sahara,NA,NA,SY02,SY0200,SY020001,C1023,NA,NA,NA,NA,36.183161,36.842719,Multipurpose - One time,Earthquake,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,30000,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Shafa Organization,CARE,Planned,Aleppo,Jebel Saman,Atareb,Tuwama,NA,NA,SY02,SY0200,SY020001,C1020,NA,NA,NA,NA,36.194153,36.809482,Multipurpose - One time,Earthquake,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,26400,Vulnerability-based,2023-05-15,2023-05-31,NA,2023-05-31,SHAFAK,Shafak Organization (SO),Cash Response,4ws
Syrian Association for Relief and Development (SARD),OCHA,Completed,Aleppo,A'zaz,Suran,Ehteimlat,NA,Ehteimlat(Al Marj)/احتيمالات(المرج),SY02,SY0204,SY020405,C1667,NA,CP001256,NA,NA,36.563356,37.250261,Multipurpose - One time,Earthquake,1010,5092,4703,904,1014,1424,1361,180,209,5092,0,0,30,No,NA,Unconditional,Cash - Unrestricted,Local business,N/A,TRY,2905,NA,1,19.3666,150.00051635289623,151500.5215164252,Other,2023-04-19,2023-04-20,Mais Abdelraheem,2023-04-30,SARD,Syrian Association for Relief and Development (SARD),Cash Response,4ws
Syrian Association for Relief and Development (SARD),Fondation Caritas Luxembourg,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,Earthquake,181,1005,943,178,217,291,257,24,38,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local business,N/A,TRY,2912,NA,1,19.413333333333334,150,27150,Other,2023-04-01,2023-04-30,Basel Altinci,2023-04-30,SARD,Syrian Association for Relief and Development (SARD),Cash Response,4ws
Syrian Association for Relief and Development (SARD),Fondation Caritas Luxembourg,Completed,Aleppo,Afrin,Jandairis,Jandairis,NA,NA,SY02,SY0203,SY020302,C1426,NA,NA,NA,NA,36.392488,36.689563,Multipurpose - One time,Earthquake,317,1606,1518,297,307,464,450,40,48,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local business,N/A,TRY,2912,NA,1,19.413333333333334,150,47550,Other,2023-04-01,2023-04-30,Basel Altinci,2023-04-30,SARD,Syrian Association for Relief and Development (SARD),Cash Response,4ws
Syrian Association for Relief and Development (SARD),Fondation Caritas Luxembourg,Completed,Aleppo,Jebel Saman,Atareb,Kafr Karmin (co),NA,NA,SY02,SY0200,SY020001,C1035,NA,NA,NA,NA,36.163135,36.791893,Multipurpose - One time,Earthquake,174,935,881,148,187,277,269,22,32,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local business,N/A,TRY,2894,NA,1,19.293333333333333,150,26100,Other,2023-04-01,2023-04-30,Basel Altinci,2023-04-30,SARD,Syrian Association for Relief and Development (SARD),Cash Response,4ws
Syrian Association for Relief and Development (SARD),Fondation Caritas Luxembourg,Completed,Aleppo,Jebel Saman,Atareb,Maaret Atarib,NA,NA,SY02,SY0200,SY020001,C1038,NA,NA,NA,NA,36.157567,36.81829,Multipurpose - One time,Earthquake,44,227,222,39,44,70,69,1,4,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local business,N/A,TRY,2894,NA,1,19.293333333333333,150,6600,Other,2023-04-01,2023-04-30,Basel Altinci,2023-04-30,SARD,Syrian Association for Relief and Development (SARD),Cash Response,4ws
Syrian Association for Relief and Development (SARD),Fondation Caritas Luxembourg,Completed,Aleppo,A'zaz,Suran,Suran (Suran),NA,NA,SY02,SY0204,SY020405,C1664,NA,NA,NA,NA,36.566643,37.213933,Multipurpose - One time,Earthquake,84,530,499,85,101,156,157,17,14,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local business,N/A,TRY,2912,NA,1,19.4133333333333,150.00000000000026,12600.000000000022,Other,2023-04-01,2023-04-30,Basel Altinci,2023-04-30,SARD,Syrian Association for Relief and Development (SARD),Cash Response,4ws
Syrian Association for Relief and Development (SARD),FCL,Completed,Aleppo,A'zaz,A'zaz,Azaz,NA,NA,SY02,SY0204,SY020400,C1564,NA,NA,NA,NA,36.584872,37.04316,Multipurpose - One time,Earthquake,97,601,537,111,119,149,158,33,31,NA,NA,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local business,N/A,TRY,2933,NA,1,19.29605263157895,152,14744,Other,2023-03-01,2023-05-31,Basel Altinci,2023-04-30,SARD,Syrian Association for Relief and Development (SARD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Jandairis,Tal Slur,NA,NA,SY02,SY0203,SY020302,C1433,NA,NA,NA,village,36.365517,36.722157,Multipurpose - One time,Earthquake,262,NA,1082,268,279,287,248,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,39300,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
IYD,ECHO,Completed,Aleppo,Afrin,Jandairis,Upper Diwan,NA,NA,SY02,SY0203,SY020302,C1431,NA,NA,NA,village,36.342389,36.699755,Multipurpose - One time,Earthquake,217,NA,1078,221,252,331,274,NA,NA,NA,NA,NA,NA,No,Mixed,Unconditional,Cash - Unrestricted,Local money trader,Paper voucher,USD,150,NA,1,1,150,32550,Vulnerability-based,2023-03-23,2023-03-29,NA,2023-03-31,IYD,Uluslararasi Insani Yardimlasma Dernegi (IYD),Cash Response,4ws
